# #x,y,z,v
1.743653219999999671e+00,-7.117400000000000393e-01,-7.071067800000000458e-01
1.743653219999999671e+00,-7.117400000000000393e-01,7.071067800000000458e-01
1.757240079999999871e+00,-5.166496800000000000e-01,-6.935199199999999564e-01
1.757240079999999871e+00,-5.166496800000000000e-01,6.935199199999999564e-01
1.895189769999999774e+00,-7.117400000000000393e-01,-8.314696099999999701e-01
1.895189769999999774e+00,-7.117400000000000393e-01,8.314696099999999701e-01
1.912703969999999920e+00,-9.104968500000000242e-01,-8.191406599999999649e-01
1.912703969999999920e+00,-9.104968500000000242e-01,8.191406599999999649e-01
1.912703969999999920e+00,-5.129831500000000544e-01,-8.191406599999999649e-01
1.912703969999999920e+00,-5.129831500000000544e-01,8.191406599999999649e-01
1.968885509999999783e+00,-1.116355039999999965e+00,-7.772281800000000462e-01
1.968885509999999783e+00,-1.116355039999999965e+00,7.772281800000000462e-01
1.968885509999999783e+00,-3.071249600000000579e-01,-7.772281800000000462e-01
1.968885509999999783e+00,-3.071249600000000579e-01,7.772281800000000462e-01
2.042511709999999869e+00,-1.289090269999999983e+00,-7.071067800000000458e-01
2.042511709999999869e+00,-1.289090269999999983e+00,7.071067800000000458e-01
2.042511709999999869e+00,-1.343897299999999850e-01,-7.071067800000000458e-01
2.042511709999999869e+00,-1.343897299999999850e-01,7.071067800000000458e-01
2.068076569999999670e+00,-7.117400000000000393e-01,-9.238795300000000044e-01
2.068076569999999670e+00,-7.117400000000000393e-01,9.238795300000000044e-01
2.107314709999999813e+00,-9.205866000000000327e-01,-9.156573799999999652e-01
2.107314709999999813e+00,-9.205866000000000327e-01,9.156573799999999652e-01
2.107314709999999813e+00,-5.028934000000000459e-01,-9.156573799999999652e-01
2.107314709999999813e+00,-5.028934000000000459e-01,9.156573799999999652e-01
2.162084869999999714e+00,-1.119988289999999997e+00,-8.660253999999999452e-01
2.162084869999999714e+00,-1.119988289999999997e+00,8.660253999999999452e-01
2.162084869999999714e+00,-3.034917100000000256e-01,-8.660253999999999452e-01
2.162084869999999714e+00,-3.034917100000000256e-01,8.660253999999999452e-01
2.191940949999999777e+00,-1.500415129999999930e+00,-5.576775400000000271e-01
2.191940949999999777e+00,-1.500415129999999930e+00,5.576775400000000271e-01
2.255669680000000010e+00,-7.117400000000000393e-01,-9.807852799999999815e-01
2.255669680000000010e+00,-7.117400000000000393e-01,9.807852799999999815e-01
2.300004329999999708e+00,-1.351342150000000020e+00,-7.537783599999999806e-01
2.300004329999999708e+00,-1.351342150000000020e+00,7.537783599999999806e-01
2.300004329999999708e+00,-7.213785000000005887e-02,-7.537783599999999806e-01
2.300004329999999708e+00,-7.213785000000005887e-02,7.537783599999999806e-01
2.301330749999999981e+00,-9.230648700000000373e-01,-9.659258299999999853e-01
2.301330749999999981e+00,-9.230648700000000373e-01,9.659258299999999853e-01
2.301330749999999981e+00,-5.004151300000000413e-01,-9.659258299999999853e-01
2.301330749999999981e+00,-5.004151300000000413e-01,9.659258299999999853e-01
2.312330799999999797e+00,-1.602060030000000079e+00,-4.337828899999999765e-01
2.312330799999999797e+00,-1.602060030000000079e+00,4.337828899999999765e-01
2.312810309999999703e+00,-1.692525279999999910e+00,-1.379496900000000137e-01
2.312810309999999703e+00,-1.692525279999999910e+00,1.379496900000000137e-01
2.450759999999999827e+00,-1.711740000000000039e+00,0.000000000000000000e+00
2.450759999999999827e+00,-1.671422980000000003e+00,-2.810846399999999967e-01
2.450759999999999827e+00,-1.671422980000000003e+00,2.810846399999999967e-01
2.450759999999999827e+00,-1.528236580000000178e+00,-5.773502700000000543e-01
2.450759999999999827e+00,-1.528236580000000178e+00,5.773502700000000543e-01
2.450759999999999827e+00,-1.138141430000000121e+00,-9.045340299999999889e-01
2.450759999999999827e+00,-1.138141430000000121e+00,9.045340299999999889e-01
2.450759999999999827e+00,-7.117400000000000393e-01,-1.000000000000000000e+00
2.450759999999999827e+00,-7.117400000000000393e-01,1.000000000000000000e+00
2.450759999999999827e+00,-2.853385700000000136e-01,-9.045340299999999889e-01
2.450759999999999827e+00,-2.853385700000000136e-01,9.045340299999999889e-01
2.600189249999999674e+00,-9.230648700000000373e-01,-9.659258299999999853e-01
2.600189249999999674e+00,-9.230648700000000373e-01,9.659258299999999853e-01
2.600189249999999674e+00,-5.004151300000000413e-01,-9.659258299999999853e-01
2.600189249999999674e+00,-5.004151300000000413e-01,9.659258299999999853e-01
2.601515669999999947e+00,-1.351342150000000020e+00,-7.537783599999999806e-01
2.601515669999999947e+00,-1.351342150000000020e+00,7.537783599999999806e-01
2.601515669999999947e+00,-7.213785000000005887e-02,-7.537783599999999806e-01
2.601515669999999947e+00,-7.213785000000005887e-02,7.537783599999999806e-01
2.645850319999999645e+00,-7.117400000000000393e-01,-9.807852799999999815e-01
2.645850319999999645e+00,-7.117400000000000393e-01,9.807852799999999815e-01
2.739435129999999941e+00,-1.119988289999999997e+00,-8.660253999999999452e-01
2.739435129999999941e+00,-1.119988289999999997e+00,8.660253999999999452e-01
2.739435129999999941e+00,-3.034917100000000256e-01,-8.660253999999999452e-01
2.739435129999999941e+00,-3.034917100000000256e-01,8.660253999999999452e-01
2.794205289999999842e+00,-9.205866000000000327e-01,-9.156573799999999652e-01
2.794205289999999842e+00,-9.205866000000000327e-01,9.156573799999999652e-01
2.794205289999999842e+00,-5.028934000000000459e-01,-9.156573799999999652e-01
2.794205289999999842e+00,-5.028934000000000459e-01,9.156573799999999652e-01
2.833443429999999985e+00,-7.117400000000000393e-01,-9.238795300000000044e-01
2.833443429999999985e+00,-7.117400000000000393e-01,9.238795300000000044e-01
2.859008289999999786e+00,-1.343897299999999850e-01,-7.071067800000000458e-01
2.859008289999999786e+00,-1.343897299999999850e-01,7.071067800000000458e-01
2.932634489999999872e+00,-3.071249600000000579e-01,-7.772281800000000462e-01
2.932634489999999872e+00,-3.071249600000000579e-01,7.772281800000000462e-01
2.950759999999999827e+00,-4.633219999999993455e-03,-5.000000000000000000e-01
2.950759999999999827e+00,-4.633219999999993455e-03,5.000000000000000000e-01
2.988816029999999735e+00,-5.129831500000000544e-01,-8.191406599999999649e-01
2.988816029999999735e+00,-5.129831500000000544e-01,8.191406599999999649e-01
3.006330229999999659e+00,-7.117400000000000393e-01,-8.314696099999999701e-01
3.006330229999999659e+00,-7.117400000000000393e-01,8.314696099999999701e-01
3.038697799999999560e+00,-1.561697699999999855e-01,-5.879377999999999549e-01
3.038697799999999560e+00,-1.561697699999999855e-01,5.879377999999999549e-01
3.104041479999999797e+00,-3.290565700000000482e-01,-6.532814799999999700e-01
3.104041479999999797e+00,-3.290565700000000482e-01,6.532814799999999700e-01
3.144279919999999784e+00,-5.166496800000000000e-01,-6.935199199999999564e-01
3.144279919999999784e+00,-5.166496800000000000e-01,6.935199199999999564e-01
3.157866779999999984e+00,-1.343897299999999850e-01,-4.082482900000000137e-01
3.157866779999999984e+00,-1.343897299999999850e-01,4.082482900000000137e-01
3.204538359999999919e+00,-7.213785000000005887e-02,-1.507556700000000083e-01
3.204538359999999919e+00,-7.213785000000005887e-02,1.507556700000000083e-01
3.227988179999999652e+00,-3.071249600000000579e-01,-4.818744899999999887e-01
3.227988179999999652e+00,-3.071249600000000579e-01,4.818744899999999887e-01
3.316785399999999662e+00,-3.034917100000000256e-01,-2.886751300000000020e-01
3.316785399999999662e+00,-3.034917100000000256e-01,2.886751300000000020e-01
1.743653219999999671e+00,7.117400000000000393e-01,-7.071067800000000458e-01
1.743653219999999671e+00,7.117400000000000393e-01,7.071067800000000458e-01
1.757240079999999871e+00,5.166496800000000000e-01,-6.935199199999999564e-01
